iter	MultiClass
501	0.3470891974
502	0.3469873813
503	0.3467895749
504	0.3464727869
505	0.3462602464
506	0.3461069206
507	0.3459243516
508	0.3457989824
509	0.3456935081
510	0.3455189175
511	0.3452751864
512	0.3450438583
513	0.3448235784
514	0.344676118
515	0.3445345997
516	0.3444237912
517	0.3442800696
518	0.3440276869
519	0.3438041653
520	0.3436236654
521	0.3434717336
522	0.3432323528
523	0.3430274253
524	0.3429070597
525	0.3425698878
526	0.3424116651
527	0.3423147137
528	0.3421789496
529	0.3420009853
530	0.3418511253
531	0.3416888518
532	0.3415199016
533	0.3412233055
534	0.3410389332
535	0.3408830293
536	0.3407304643
537	0.3406027689
538	0.3404441959
539	0.3402955766
540	0.3401928385
541	0.3399613891
542	0.339824917
543	0.3396194972
544	0.3394430371
545	0.3392493194
546	0.3390888222
547	0.3388489467
548	0.3387370299
549	0.3386288577
550	0.3384578467
551	0.3382003317
552	0.3380872333
553	0.3379300763
554	0.3377288754
555	0.3375490412
556	0.3374357102
557	0.3372055763
558	0.3370287274
559	0.3367998584
560	0.3367003476
561	0.3365980233
562	0.3362592913
563	0.3360111237
564	0.3359158592
565	0.335684395
566	0.3354900009
567	0.3353034792
568	0.335154492
569	0.3349572017
570	0.3348653319
571	0.3347035895
572	0.3345875114
573	0.3345127464
574	0.3343146144
575	0.3341059983
576	0.3338980685
577	0.3337827639
578	0.3335890524
579	0.3333754546
580	0.3332620849
581	0.3330251053
582	0.3327985384
583	0.332654861
584	0.3325404063
585	0.3324215734
586	0.3322744695
587	0.3321304238
588	0.3319490207
589	0.3317135177
590	0.3315628746
591	0.3313891383
592	0.3312816852
593	0.3310947643
594	0.330990512
595	0.3307881064
596	0.3306004359
597	0.3303560473
598	0.3302287763
599	0.3300509225
600	0.3298610576
601	0.3297084678
602	0.329540799
603	0.3294096487
604	0.3291909022
605	0.3290254756
606	0.3289236263
607	0.3287424621
608	0.3286109195
609	0.3284523121
610	0.3282442371
611	0.3280922575
612	0.3278647204
613	0.3278008832
614	0.3276382707
615	0.3274930628
616	0.3272776602
617	0.3271351998
618	0.3269742325
619	0.3267539022
620	0.3265954497
621	0.3264223219
622	0.3262936225
623	0.3261265664
624	0.3259826065
625	0.3257539204
626	0.325476225
627	0.3251728723
628	0.3250844986
629	0.3249541398
630	0.3247547496
631	0.3245935617
632	0.3243819964
633	0.3241709704
634	0.3240299768
635	0.3239161231
636	0.3237876144
637	0.3236099342
638	0.3235308262
639	0.3233611303
640	0.3231184134
641	0.3230150701
642	0.3227831079
643	0.3226065627
644	0.3224848437
645	0.3223561652
646	0.3222655556
647	0.3220570781
648	0.3219173777
649	0.3217338271
650	0.3216264419
651	0.3214571729
652	0.3213520094
653	0.3212269943
654	0.321048372
655	0.3209326056
656	0.320804392
657	0.3206024278
658	0.3204608895
659	0.320233222
660	0.3201674556
661	0.3200321746
662	0.3198630403
663	0.3197239882
664	0.3196109137
665	0.3194182702
666	0.3192380511
667	0.3191184836
668	0.3189066105
669	0.3187286289
670	0.3186011729
671	0.318413207
672	0.3183133404
673	0.3182099484
674	0.3180037453
675	0.3178528398
676	0.3177603093
677	0.3175261456
678	0.3173444148
679	0.3171253854
680	0.3169921989
681	0.3168766035
682	0.3167844332
683	0.3167248375
684	0.3166029405
685	0.3164859648
686	0.3163197894
687	0.3161507518
688	0.31601279
689	0.3158270313
690	0.3156586063
691	0.3154731215
692	0.3153928732
693	0.3152447826
694	0.3149062646
695	0.3147366598
696	0.3145801302
697	0.314431048
698	0.3143171948
699	0.3142375267
700	0.3140978943
701	0.3139901612
702	0.3138872516
703	0.313761022
704	0.313485531
705	0.3133859324
706	0.3132491094
707	0.3130045608
708	0.3129122186
709	0.3128148558
710	0.3127655239
711	0.3125095913
712	0.312334981
713	0.3122128786
714	0.3120860325
715	0.3119656329
716	0.3118620396
717	0.311708959
718	0.3116247983
719	0.3114777321
720	0.3113611659
721	0.311272539
722	0.311197917
723	0.3109563841
724	0.310878808
725	0.3105647649
726	0.3104045378
727	0.3101745936
728	0.3100266136
729	0.3098462018
730	0.3097524994
731	0.3096206026
732	0.30950173
733	0.3094230793
734	0.3092551427
735	0.3090677665
736	0.3089384769
737	0.3088135081
738	0.3086565393
739	0.3084576119
740	0.3083058418
741	0.308140701
742	0.308040806
743	0.307804414
744	0.3076082045
745	0.3075031111
746	0.3074168474
747	0.3072367078
748	0.3071305124
749	0.3069165861
750	0.3067559632
751	0.3066333008
752	0.3064952176
753	0.3063843107
754	0.3062890477
755	0.3062010651
756	0.306016029
757	0.3059085705
758	0.3058163587
759	0.3056623156
760	0.3055688555
761	0.3054615472
762	0.3052591868
763	0.3050973775
764	0.3048929349
765	0.3046820819
766	0.3045988876
767	0.3044629945
768	0.3042582326
769	0.3041452655
770	0.3040639964
771	0.3038623973
772	0.3037447026
773	0.3035491777
774	0.3034528421
775	0.3032931734
776	0.3031483941
777	0.3029413064
778	0.3028106639
779	0.302700239
780	0.3025775438
781	0.3024063798
782	0.3022297579
783	0.302089152
784	0.3019260823
785	0.3018296914
786	0.301731412
787	0.3016415642
788	0.3014802385
789	0.3013160479
790	0.3012208498
791	0.3010467293
792	0.3009377027
793	0.3008591401
794	0.300729028
795	0.3004350858
796	0.3003520059
797	0.3001581898
798	0.299907101
799	0.2996625482
800	0.2995359615
801	0.2994392672
802	0.2992655761
803	0.2991237206
804	0.298981373
805	0.2988762668
806	0.2987371343
807	0.2985885557
808	0.2984790086
809	0.2983587529
810	0.2982368939
811	0.2981610292
812	0.2980564491
813	0.2978687232
814	0.2977015542
815	0.2975839822
816	0.2974541391
817	0.2973871893
818	0.2972233116
819	0.2970716361
820	0.2968665208
821	0.2968029387
822	0.2966571385
823	0.296581189
824	0.2965207625
825	0.2963814058
826	0.2963270246
827	0.2962914641
828	0.296240016
829	0.2961550359
830	0.2959696341
831	0.2958525731
832	0.2956446825
833	0.295550937
834	0.2954468725
835	0.2952857414
836	0.295119626
837	0.2949899677
838	0.2948634125
839	0.2947116377
840	0.2946307227
841	0.2945154741
842	0.2944005386
843	0.2942527856
844	0.2941934728
845	0.2939761851
846	0.2938700206
847	0.2938069155
848	0.2936825962
849	0.2935340259
850	0.2934439003
851	0.2933079006
852	0.2931297946
853	0.2929217082
854	0.2927437187
855	0.2926041287
856	0.2924842251
857	0.29231642
858	0.2922315434
859	0.2921885561
860	0.2920394826
861	0.291956278
862	0.2918230385
863	0.2916203195
864	0.2915018376
865	0.2913771717
866	0.2912039012
867	0.2911271465
868	0.2910241505
869	0.2909090521
870	0.2908177726
871	0.2907261066
872	0.2905600768
873	0.2904479784
874	0.2903238401
875	0.2901932834
876	0.290131131
877	0.2899363017
878	0.2898132672
879	0.2896105661
880	0.2894576539
881	0.2892648052
882	0.2892117186
883	0.2890841441
884	0.2888807006
885	0.2887811857
886	0.2886526693
887	0.2883655415
888	0.288305848
889	0.2881380264
890	0.2879938846
891	0.2879267329
892	0.2877613524
893	0.2877041843
894	0.2875937351
895	0.2875137175
896	0.2873853699
897	0.287286383
898	0.2870504
899	0.2869112256
900	0.2867563041
901	0.2865792602
902	0.2864640625
903	0.2862759775
904	0.2860984508
905	0.2859570957
906	0.2857241244
907	0.2856067916
908	0.2854281694
909	0.2853123574
910	0.2851814692
911	0.2851050448
912	0.2849696841
913	0.284853162
914	0.2847131201
915	0.2844844405
916	0.2842639018
917	0.2842197954
918	0.284067291
919	0.2839482534
920	0.2838369752
921	0.2837317884
922	0.2836395776
923	0.2835735742
924	0.2833375481
925	0.2832132423
926	0.2830989468
927	0.2829902613
928	0.282886854
929	0.2827694659
930	0.282612296
931	0.2825379274
932	0.2824163894
933	0.2821673667
934	0.2820686364
935	0.2819721119
936	0.2817731281
937	0.2816475301
938	0.2815575061
939	0.2814565719
940	0.2813508566
941	0.281208546
942	0.2809272826
943	0.2808669702
944	0.280762048
945	0.2806799358
946	0.2803913192
947	0.2803122118
948	0.2802210209
949	0.2800311276
950	0.2798843205
951	0.2798086606
952	0.2796573825
953	0.2795417377
954	0.2794315308
955	0.2792799912
956	0.2790069959
957	0.2788693208
958	0.2788281162
959	0.2786817174
960	0.278586181
961	0.2784420377
962	0.2783124232
963	0.278202397
964	0.2780851945
965	0.2779030157
966	0.2777566344
967	0.2776813092
968	0.2775846118
969	0.2775260802
970	0.2774707779
971	0.2773666074
972	0.2772234836
973	0.2769848556
974	0.2768849298
975	0.2767390911
976	0.2765313289
977	0.2764557481
978	0.2763826354
979	0.2762753078
980	0.2760973076
981	0.2760015108
982	0.2758841523
983	0.2757592538
984	0.275672112
985	0.2755025503
986	0.2753881875
987	0.2751262737
988	0.2750375245
989	0.2749332889
990	0.274832366
991	0.2747299912
992	0.2746509087
993	0.2744923794
994	0.2743487354
995	0.2742245936
996	0.2740407982
997	0.2738803522
998	0.2737341821
999	0.2735228816
1000	0.2734471191
1001	0.2733117993
1002	0.2731513606
1003	0.2730007516
1004	0.272831684
1005	0.2727773799
1006	0.2727411351
1007	0.2726247172
1008	0.2725600564
1009	0.2724474368
1010	0.2723236328
1011	0.272187309
1012	0.2720576078
1013	0.2720012807
1014	0.2718642032
1015	0.2716464898
1016	0.2715261082
1017	0.2713204244
1018	0.2711899745
1019	0.2710885542
1020	0.2709874534
1021	0.2708453051
1022	0.2705987354
1023	0.2705042748
1024	0.2703292828
1025	0.2702580151
1026	0.270027404
1027	0.2699621812
1028	0.2698308818
1029	0.2697862375
1030	0.2696953146
1031	0.2695394447
1032	0.2694372073
1033	0.2693219803
1034	0.2691600869
1035	0.2690158965
1036	0.2688470862
1037	0.2687507211
1038	0.2685658802
1039	0.2684827638
1040	0.2684159553
1041	0.2682575339
1042	0.2681781558
1043	0.2679781597
1044	0.2678282308
1045	0.2677038005
1046	0.267535633
1047	0.2674256957
1048	0.2672980375
1049	0.2671845258
1050	0.2670306379
1051	0.2669766109
1052	0.2668170501
1053	0.2666559012
1054	0.2665328374
1055	0.2663688486
1056	0.2662162652
1057	0.2661621807
1058	0.2660203678
1059	0.2658899645
1060	0.2658074679
1061	0.2656628667
1062	0.2656014278
1063	0.2654710404
1064	0.2654130747
1065	0.2653299332
1066	0.265230215
1067	0.265060475
1068	0.2649406122
1069	0.264813357
1070	0.264647422
1071	0.2645608563
1072	0.2644427709
1073	0.264302775
1074	0.2641735818
1075	0.2640817487
1076	0.2640002998
1077	0.2638995213
1078	0.2637286344
1079	0.2635774992
1080	0.2634036052
1081	0.2632571821
1082	0.2632058476
1083	0.2629934799
1084	0.2629121622
1085	0.2628507494
1086	0.2626023634
1087	0.2625223396
1088	0.2624310557
1089	0.262291974
1090	0.2621793391
1091	0.2620217192
1092	0.2618512555
1093	0.2618044538
1094	0.2617363569
1095	0.2616474217
1096	0.2615209686
1097	0.2613949761
1098	0.2613216863
1099	0.2611943264
1100	0.2610558943
1101	0.2609528169
1102	0.260845916
1103	0.2607237885
1104	0.2605887648
1105	0.2604640856
1106	0.2603880296
1107	0.2601792044
1108	0.2600345198
1109	0.2599711743
1110	0.2597922505
1111	0.2596773403
1112	0.2595862095
1113	0.2594981987
1114	0.2593624825
1115	0.2592510407
1116	0.2591112357
1117	0.2590345561
1118	0.2588798043
1119	0.2587639604
1120	0.2586887008
1121	0.2585501739
1122	0.2584259913
1123	0.2583501647
1124	0.258258556
1125	0.2581922936
1126	0.2581295608
1127	0.2579763486
1128	0.2579332463
1129	0.2577737675
1130	0.25761971
1131	0.257499242
1132	0.2573802337
1133	0.2572784646
1134	0.2572193019
1135	0.2571450249
1136	0.2571263207
1137	0.2570266919
1138	0.2569382428
1139	0.2568495685
1140	0.2567122278
1141	0.256639872
1142	0.2565824083
1143	0.2564600035
1144	0.2563996381
1145	0.2562329844
1146	0.2561637161
1147	0.2561005038
1148	0.2560176486
1149	0.2559123135
1150	0.2557586061
1151	0.2556400508
1152	0.2555338295
1153	0.2554916941
1154	0.2554310218
1155	0.2553447687
1156	0.2552801195
1157	0.2551353114
1158	0.2549957069
1159	0.2548650414
1160	0.2547332124
1161	0.2546702146
1162	0.2545532897
1163	0.2544777973
1164	0.25435945
1165	0.254254934
1166	0.2541707677
1167	0.2541033353
1168	0.254057658
1169	0.2539471468
1170	0.253835555
1171	0.2537849027
1172	0.2536047142
1173	0.253540543
1174	0.2534121137
1175	0.2533129418
1176	0.2531793156
1177	0.2530125665
1178	0.2528549683
1179	0.2526093845
1180	0.2525173344
1181	0.2524339883
1182	0.252277437
1183	0.2521418289
1184	0.2520548854
1185	0.2519152373
1186	0.2518482445
1187	0.2517600998
1188	0.2516109591
1189	0.2514858671
1190	0.2513150211
1191	0.2512653619
1192	0.2511639023
1193	0.2510987562
1194	0.2509199494
1195	0.2508214025
1196	0.2507392429
1197	0.2506707222
1198	0.2505867301
1199	0.2505173722
